thread_id,title,youtube_url,lap,turn,fault_pct_driver_a,fault_pct_driver_b,ruling,reason
5946,Exit Vortex Contact,https://youtu.be/lmy6ekr6hvr,36,7,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5947,Exit Vortex Contact,https://youtu.be/pv7y58e252u,42,10,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5948,Straight Weave Block,https://youtu.be/rje7wjojmlt,44,straight,80,20,Defender Fault,Two moves on straight - One Move Rule violation
5949,Apex Cut - Track Limits,https://youtu.be/l4y1uoius8h,45,5,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
5950,Exit Vortex Contact,https://youtu.be/jleseprjhmd,46,straight,95,5,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5951,Exit Vortex Contact,https://youtu.be/2su34hr4pgo,9,14,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5952,Exit Vortex Contact,https://youtu.be/wr6dzpvxxwy,46,11,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5953,Straight Weave Block,https://youtu.be/wj0kjvjly5q,47,13,80,20,Defender Fault,Two moves on straight - One Move Rule violation
5954,Rejoin Unsafe After Spin,https://youtu.be/svz89ol0u6s,31,6,100,0,Spinner Fault,Rejoined without checking mirrors
5955,Track Limits Abuse Repeat,https://youtu.be/5i6joox97uu,1,14,80,20,Offender Fault,4th violation - repeated apex cuts
5956,Exit Vortex Contact,https://youtu.be/cvdbqegk2ve,35,straight,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5957,Straight Weave Block,https://youtu.be/wcqbbehhkt3,10,4,85,15,Defender Fault,Two moves on straight - One Move Rule violation
5958,Exit Vortex Contact,https://youtu.be/q5euedblbl2,29,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5959,Exit Vortex Contact,https://youtu.be/1zt4hs8qsca,3,2,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5960,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/n3seqw3cpsp,31,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5961,Track Limits Abuse Repeat,https://youtu.be/9ody4oazz1i,45,4,20,20,Offender Fault,4th violation - repeated apex cuts
5962,Straight Weave Block,https://youtu.be/sbv16vdj34d,4,7,90,10,Defender Fault,Two moves on straight - One Move Rule violation
5963,Kerb Strike Oversteer,https://youtu.be/rt86kbu0t15,23,straight,70,30,Inside Driver Fault,Excessive kerb use caused snap
5964,Exit Vortex Contact,https://youtu.be/kjkgf88fxk2,20,straight,20,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5965,T12 Divebomb - Blind Spot Pass,https://youtu.be/n30kcrasuay,50,12,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5966,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/6uji90d7c8l,12,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5967,Rejoin Unsafe After Spin,https://youtu.be/knou5r0b3v8,50,straight,70,30,Spinner Fault,Rejoined without checking mirrors
5968,Kerb Strike Oversteer,https://youtu.be/wh88zo3eoh4,27,12,80,20,Inside Driver Fault,Excessive kerb use caused snap
5969,Exit Vortex Contact,https://youtu.be/8d6pgmcxixm,2,3,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5970,Exit Vortex Contact,https://youtu.be/rz7a5xbhqd2,23,9,95,5,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5971,Exit Vortex Contact,https://youtu.be/e0cw60bdryh,43,straight,20,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5972,Rejoin Unsafe After Spin,https://youtu.be/pf98pbf49r0,33,straight,70,30,Spinner Fault,Rejoined without checking mirrors
5973,T12 Divebomb - Blind Spot Pass,https://youtu.be/85uqvfs3i5z,44,12,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5974,Brake Test Divebomb,https://youtu.be/mfokumh3l0v,20,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
5975,Rejoin Unsafe After Spin,https://youtu.be/pasfbgj7655,44,straight,70,30,Spinner Fault,Rejoined without checking mirrors
5976,Brake Test Divebomb,https://youtu.be/hhw8o79m27i,25,13,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
5977,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/85vhxbucd27,46,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5978,Netcode Yeet on Exit,https://youtu.be/z51j7wg0mf6,47,straight,90,10,Racing Incident,"Server replay clean, client lag artifact"
5979,Netcode Yeet on Exit,https://youtu.be/c0jy67rmkzx,29,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
5980,Track Limits Abuse Repeat,https://youtu.be/ftqhakzqdri,19,13,80,20,Offender Fault,4th violation - repeated apex cuts
5981,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/m45scq3fjpi,14,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5982,T5 Divebomb - Blind Spot Pass,https://youtu.be/3jwfm4q38vv,31,5,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5983,T15 Divebomb - Blind Spot Pass,https://youtu.be/a9va7i7tucm,45,15,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5984,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/p03qnqnoid3,45,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5985,Brake Test Divebomb,https://youtu.be/8e97zcv51pf,5,3,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
5986,Exit Vortex Contact,https://youtu.be/8ivud5wy6mw,36,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5987,Track Limits Abuse Repeat,https://youtu.be/1d006yjfdl1,30,straight,85,15,Offender Fault,4th violation - repeated apex cuts
5988,Rejoin Unsafe After Spin,https://youtu.be/fzl5zhj89xe,27,2,70,30,Spinner Fault,Rejoined without checking mirrors
5989,Track Limits Abuse Repeat,https://youtu.be/9tn8frdb2j0,42,straight,80,20,Offender Fault,4th violation - repeated apex cuts
5990,Straight Weave Block,https://youtu.be/az3mbahae4h,21,14,90,10,Defender Fault,Two moves on straight - One Move Rule violation
5991,T4 Divebomb - Blind Spot Pass,https://youtu.be/8t3x3wj488q,25,4,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5992,Exit Vortex Contact,https://youtu.be/vr0xq6qaxyu,40,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5993,Brake Test Divebomb,https://youtu.be/icjt4etnpsa,20,11,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
5994,Exit Vortex Contact,https://youtu.be/x7eel05zi35,43,11,0,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5995,Exit Vortex Contact,https://youtu.be/e4nuvv6ebet,43,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5996,Exit Vortex Contact,https://youtu.be/aocpeuxt66g,28,15,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
5997,Rejoin Unsafe After Spin,https://youtu.be/36jo5w5r5ef,19,straight,100,0,Spinner Fault,Rejoined without checking mirrors
5998,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/erol0gu25y1,50,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
5999,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/51imyhvl6jv,46,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6000,Outside Pass Late Commitment,https://youtu.be/igfpljlkk9k,17,straight,70,30,Outside Driver Fault,Not visible at apex - Exit Vortex
6001,T14 Divebomb - Blind Spot Pass,https://youtu.be/hddxizr7rdh,16,14,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6002,Apex Cut - Track Limits,https://youtu.be/fco3k6acqac,48,1,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
6003,Exit Vortex Contact,https://youtu.be/asitmoizsg0,28,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6004,T9 Divebomb - Blind Spot Pass,https://youtu.be/z5308kvuh2n,3,9,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6005,Apex Cut - Track Limits,https://youtu.be/wlxpip938ze,48,8,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
6006,Rejoin Unsafe After Spin,https://youtu.be/6vvfen289l8,20,straight,0,0,Spinner Fault,Rejoined without checking mirrors
6007,Exit Vortex Contact,https://youtu.be/msgqa07doda,33,4,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6008,Rejoin Unsafe After Spin,https://youtu.be/828766avl7b,37,straight,80,20,Spinner Fault,Rejoined without checking mirrors
6009,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/utabqrg30tf,27,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6010,Brake Test Divebomb,https://youtu.be/8ub33a1ty35,40,straight,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
6011,Exit Vortex Contact,https://youtu.be/oa9kj3lolus,42,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6012,Exit Vortex Contact,https://youtu.be/luul9z5br5x,5,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6013,Rejoin Unsafe After Spin,https://youtu.be/90r0sqbq8ug,3,4,0,20,Spinner Fault,Rejoined without checking mirrors
6014,Rejoin Unsafe After Spin,https://youtu.be/wd5a7yozrgq,38,8,85,15,Spinner Fault,Rejoined without checking mirrors
6015,Rejoin Unsafe After Spin,https://youtu.be/f5mt9qg3jy9,21,straight,90,10,Spinner Fault,Rejoined without checking mirrors
6016,Rejoin Unsafe After Spin,https://youtu.be/gcbyelynzku,19,7,100,0,Spinner Fault,Rejoined without checking mirrors
6017,Brake Test Divebomb,https://youtu.be/5hq1ha3m4fi,9,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
6018,Straight Weave Block,https://youtu.be/id515l2w2y4,4,straight,100,0,Defender Fault,Two moves on straight - One Move Rule violation
6019,Apex Cut - Track Limits,https://youtu.be/e3vqcw7586g,17,13,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
6020,Rejoin Unsafe After Spin,https://youtu.be/rvqlul70s9q,12,14,100,0,Spinner Fault,Rejoined without checking mirrors
6021,Kerb Strike Oversteer,https://youtu.be/0oiuugm1yc6,2,straight,80,20,Inside Driver Fault,Excessive kerb use caused snap
6022,Exit Vortex Contact,https://youtu.be/uc7r2fi9g3o,32,4,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6023,Brake Test Divebomb,https://youtu.be/p9er9d3r1u1,41,11,20,20,Overtaker Fault,Late dive under braking - no peripheral vision
6024,Exit Vortex Contact,https://youtu.be/newq3o0sisx,5,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6025,Kerb Strike Oversteer,https://youtu.be/beu1sos4rlb,25,8,100,0,Inside Driver Fault,Excessive kerb use caused snap
6026,Exit Vortex Contact,https://youtu.be/3oov9729jwu,3,4,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6027,Exit Vortex Contact,https://youtu.be/d1x2505mv3r,4,14,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6028,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/kltq65xiw6z,49,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6029,Straight Weave Block,https://youtu.be/fg36n2ilo8q,6,5,100,0,Defender Fault,Two moves on straight - One Move Rule violation
6030,Exit Vortex Contact,https://youtu.be/9aa6r3gczbd,50,4,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6031,T6 Divebomb - Blind Spot Pass,https://youtu.be/d1sbwnrixf8,26,6,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6032,Netcode Yeet on Exit,https://youtu.be/vk05rk2l1b6,48,15,85,15,Racing Incident,"Server replay clean, client lag artifact"
6033,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/dy5l4w4a9j0,28,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6034,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/kp8ydog2sx0,10,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6035,Exit Vortex Contact,https://youtu.be/w3mdz3w5uji,35,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6036,Rejoin Unsafe After Spin,https://youtu.be/zyidwxy4uhx,49,4,95,5,Spinner Fault,Rejoined without checking mirrors
6037,Straight Weave Block,https://youtu.be/5diyiazj846,30,straight,70,30,Defender Fault,Two moves on straight - One Move Rule violation
6038,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/jgq433xxvmu,2,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6039,Kerb Strike Oversteer,https://youtu.be/g40yu3xvbaq,49,14,90,10,Inside Driver Fault,Excessive kerb use caused snap
6040,Exit Vortex Contact,https://youtu.be/2mx56x6mdzv,42,1,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6041,Track Limits Abuse Repeat,https://youtu.be/ucrogr0zl2u,13,11,0,20,Offender Fault,4th violation - repeated apex cuts
6042,Straight Weave Block,https://youtu.be/63uigy3bwgw,27,4,90,10,Defender Fault,Two moves on straight - One Move Rule violation
6043,T9 Divebomb - Blind Spot Pass,https://youtu.be/be8bsm9f1ya,50,9,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6044,Apex Cut - Track Limits,https://youtu.be/foitao361be,33,11,80,20,Inside Driver Fault,"Cut apex, forced outside car wide"
6045,Track Limits Abuse Repeat,https://youtu.be/ij429ej8716,50,10,90,10,Offender Fault,4th violation - repeated apex cuts
6046,Brake Test Divebomb,https://youtu.be/kc7a68mgww7,20,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
6047,Kerb Strike Oversteer,https://youtu.be/lwfkw7k3lp0,3,straight,90,10,Inside Driver Fault,Excessive kerb use caused snap
6048,Exit Vortex Contact,https://youtu.be/mzl11h6hlk8,35,15,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6049,Straight Weave Block,https://youtu.be/dw9wavorcmz,42,4,70,30,Defender Fault,Two moves on straight - One Move Rule violation
6050,T14 Divebomb - Blind Spot Pass,https://youtu.be/q115527gq0u,6,14,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6051,Exit Vortex Contact,https://youtu.be/srt6lhhu9yx,22,5,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6052,Apex Cut - Track Limits,https://youtu.be/sgjwwdclz7q,15,8,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
6053,Netcode Yeet on Exit,https://youtu.be/ymvdiry87ql,22,straight,70,30,Racing Incident,"Server replay clean, client lag artifact"
6054,Exit Vortex Contact,https://youtu.be/9l310ifogw6,39,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6055,Exit Vortex Contact,https://youtu.be/p3g0etd0f9m,3,straight,20,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6056,Exit Vortex Contact,https://youtu.be/lks01muwn1z,15,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6057,Exit Vortex Contact,https://youtu.be/ryb4n5f36i8,32,14,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6058,Exit Vortex Contact,https://youtu.be/fod79mpq6ad,16,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6059,Track Limits Abuse Repeat,https://youtu.be/dlmxhsw9e2a,24,4,90,10,Offender Fault,4th violation - repeated apex cuts
6060,Brake Test Divebomb,https://youtu.be/8ssgz0uqueo,6,15,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
6061,Brake Test Divebomb,https://youtu.be/syhbg7zkv1e,6,14,85,15,Overtaker Fault,Late dive under braking - no peripheral vision
6062,T5 Divebomb - Blind Spot Pass,https://youtu.be/moic3yslejz,36,5,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6063,Exit Vortex Contact,https://youtu.be/dmlo22pu92s,8,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6064,Track Limits Abuse Repeat,https://youtu.be/ndep7mkcczx,43,straight,80,20,Offender Fault,4th violation - repeated apex cuts
6065,T5 Divebomb - Blind Spot Pass,https://youtu.be/z11o7tdtpvb,4,5,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6066,Track Limits Abuse Repeat,https://youtu.be/rk66d1rq2tl,14,12,80,20,Offender Fault,4th violation - repeated apex cuts
6067,Outside Pass Late Commitment,https://youtu.be/5y30uincb8o,39,straight,95,5,Outside Driver Fault,Not visible at apex - Exit Vortex
6068,Exit Vortex Contact,https://youtu.be/ihwl4q0y68x,47,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6069,Exit Vortex Contact,https://youtu.be/53lzyl65ymz,43,7,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6070,Kerb Strike Oversteer,https://youtu.be/7esqqcfncz0,42,straight,70,30,Inside Driver Fault,Excessive kerb use caused snap
6071,Exit Vortex Contact,https://youtu.be/6ln7agt5kzd,24,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6072,Track Limits Abuse Repeat,https://youtu.be/qzc1d0fu8o2,37,straight,20,0,Offender Fault,4th violation - repeated apex cuts
6073,Netcode Yeet on Exit,https://youtu.be/pkaywdn8z1n,37,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
6074,T6 Divebomb - Blind Spot Pass,https://youtu.be/fltpalfmo9s,36,6,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6075,T15 Divebomb - Blind Spot Pass,https://youtu.be/l8wnh1qmqeq,16,15,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6076,Exit Vortex Contact,https://youtu.be/4ppzlqg0pdr,49,4,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6077,T12 Divebomb - Blind Spot Pass,https://youtu.be/8d43hgq9og5,5,12,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6078,T11 Divebomb - Blind Spot Pass,https://youtu.be/61zsf9h5cpu,22,11,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6079,Outside Pass Late Commitment,https://youtu.be/bdg22oqhhxu,10,straight,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
6080,Brake Test Divebomb,https://youtu.be/5v8f267epqp,7,2,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
6081,T12 Divebomb - Blind Spot Pass,https://youtu.be/g5rmn5cqczw,39,12,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6082,T13 Divebomb - Blind Spot Pass,https://youtu.be/4zpfbk9t08s,4,13,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6083,T9 Divebomb - Blind Spot Pass,https://youtu.be/2nsqs5pu95h,35,9,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6084,Straight Weave Block,https://youtu.be/v04j24uijx2,5,straight,80,20,Defender Fault,Two moves on straight - One Move Rule violation
6085,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/kcfook13fix,7,straight,20,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6086,Apex Cut - Track Limits,https://youtu.be/jw8y04tz5xx,42,straight,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
6087,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/6rwrsv5htzx,48,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6088,Brake Test Divebomb,https://youtu.be/8g65l7kvmpt,9,straight,0,0,Overtaker Fault,Late dive under braking - no peripheral vision
6089,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/hs1bo1igo02,15,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6090,Netcode Yeet on Exit,https://youtu.be/6m85y3w5fbk,12,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
6091,T8 Divebomb - Blind Spot Pass,https://youtu.be/3i2ymiu4my3,8,8,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6092,T3 Divebomb - Blind Spot Pass,https://youtu.be/n9bxh2d045g,28,3,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6093,Exit Vortex Contact,https://youtu.be/t6w4s16p052,44,10,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6094,Exit Vortex Contact,https://youtu.be/vy7bigwhkoc,48,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6095,Outside Pass Late Commitment,https://youtu.be/0u6ci3y78jh,32,straight,70,30,Outside Driver Fault,Not visible at apex - Exit Vortex
6096,Apex Cut - Track Limits,https://youtu.be/cnd6c6n70ns,42,straight,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
6097,T11 Divebomb - Blind Spot Pass,https://youtu.be/bfbgxkbgyfd,35,11,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6098,Straight Weave Block,https://youtu.be/cgo4b6zkx7g,9,4,20,20,Defender Fault,Two moves on straight - One Move Rule violation
6099,Exit Vortex Contact,https://youtu.be/xi3avn0st0o,24,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6100,Straight Weave Block,https://youtu.be/bi2h6jkqbfy,24,straight,20,20,Defender Fault,Two moves on straight - One Move Rule violation
6101,Exit Vortex Contact,https://youtu.be/5ihduumhmvx,39,2,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6102,Exit Vortex Contact,https://youtu.be/ahkoxlfyszd,20,straight,0,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6103,Outside Pass Late Commitment,https://youtu.be/0ubrc7mn09y,4,straight,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
6104,Exit Vortex Contact,https://youtu.be/z3g14lufus1,26,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6105,Exit Vortex Contact,https://youtu.be/ncg9c9rmeog,33,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6106,Netcode Yeet on Exit,https://youtu.be/mimgmu2smrw,30,15,85,15,Racing Incident,"Server replay clean, client lag artifact"
6107,Straight Weave Block,https://youtu.be/8lcxbt77yzb,32,9,85,15,Defender Fault,Two moves on straight - One Move Rule violation
6108,Exit Vortex Contact,https://youtu.be/6humai4ml9l,16,straight,0,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6109,Brake Test Divebomb,https://youtu.be/94beiicg1lo,32,13,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
6110,Exit Vortex Contact,https://youtu.be/zw3v283la1w,1,3,0,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6111,T8 Divebomb - Blind Spot Pass,https://youtu.be/6nnlrr1xr8k,14,8,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6112,T4 Divebomb - Blind Spot Pass,https://youtu.be/o81sgkh5r1q,7,4,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6113,Rejoin Unsafe After Spin,https://youtu.be/m5vpdbew514,18,3,100,0,Spinner Fault,Rejoined without checking mirrors
6114,Apex Cut - Track Limits,https://youtu.be/zz05a9e3qjf,29,straight,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
6115,Rejoin Unsafe After Spin,https://youtu.be/7pj2k1wagv2,2,5,100,0,Spinner Fault,Rejoined without checking mirrors
6116,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/qyp23w8ys3g,36,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6117,T13 Divebomb - Blind Spot Pass,https://youtu.be/8124bwsswbt,22,13,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6118,Exit Vortex Contact,https://youtu.be/pc948xaxvp3,6,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
6119,Track Limits Abuse Repeat,https://youtu.be/a43fyshe665,27,6,80,20,Offender Fault,4th violation - repeated apex cuts
6120,Straight Weave Block,https://youtu.be/ga6jbeidbqu,17,6,70,30,Defender Fault,Two moves on straight - One Move Rule violation
6121,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/tqnzrxhutfl,15,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6122,Netcode Yeet on Exit,https://youtu.be/dksk3ijchhm,21,15,100,0,Racing Incident,"Server replay clean, client lag artifact"
6123,T13 Divebomb - Blind Spot Pass,https://youtu.be/avjsdddap9b,43,13,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6124,Netcode Yeet on Exit,https://youtu.be/dm6gxrv3qoh,4,14,100,0,Racing Incident,"Server replay clean, client lag artifact"
6125,Kerb Strike Oversteer,https://youtu.be/34mku12uzaa,16,9,85,15,Inside Driver Fault,Excessive kerb use caused snap
6126,T1 Divebomb - Blind Spot Pass,https://youtu.be/e4vid4dqvvh,9,1,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6127,Track Limits Abuse Repeat,https://youtu.be/sky7tsiqxww,19,4,80,20,Offender Fault,4th violation - repeated apex cuts
6128,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/uuffnbjhvrl,39,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6129,T5 Divebomb - Blind Spot Pass,https://youtu.be/2ve4cdr3gn9,18,5,20,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6130,Track Limits Abuse Repeat,https://youtu.be/0pbi8xgh0hh,39,straight,80,20,Offender Fault,4th violation - repeated apex cuts
6131,T3 Divebomb - Blind Spot Pass,https://youtu.be/squm40iohl5,35,3,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6132,T12 Divebomb - Blind Spot Pass,https://youtu.be/rte046pny7g,21,12,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6133,Outside Pass Late Commitment,https://youtu.be/d8k4vj6c8na,25,8,85,15,Outside Driver Fault,Not visible at apex - Exit Vortex
6134,Brake Test Divebomb,https://youtu.be/036cix4k6ka,18,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
6135,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/w9j73sx7u9p,38,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6136,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/ssmynnhawzi,3,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
6137,Exit Vortex Contact,https://youtu.be/xaux45lsdyu,29,1,95,5,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
